City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
253,Karratha,AU,2022-10-09 12:10:08,-20.7377,116.8463,77.45,57,3,8.34
254,Waingapu,ID,2022-10-09 12:10:09,-9.6567,120.2641,83.62,74,53,8.81
255,Szamotuly,PL,2022-10-09 12:10:09,52.612,16.5779,59.23,50,13,7.0
256,Kamenka,RU,2022-10-09 12:10:09,51.3223,42.7678,65.16,40,10,13.31
257,Itarema,BR,2022-10-09 12:05:19,-2.9248,-39.9167,85.93,59,35,17.2
258,Kota Kinabalu,MY,2022-10-09 12:09:25,5.9749,116.0724,73.38,100,40,7.0
259,Abu Samrah,SY,2022-10-09 12:10:10,35.3029,37.1841,80.28,30,12,16.64
260,Port Keats,AU,2022-10-09 12:10:11,-14.25,129.55,84.16,71,89,2.33
261,Pecos,US,2022-10-09 12:10:11,31.4229,-103.4932,60.87,82,40,5.75
262,Baraboo,US,2022-10-09 12:10:11,43.4711,-89.7443,44.74,70,100,0.0
263,Tual,ID,2022-10-09 12:10:12,-5.6667,132.75,84.04,77,82,15.39
264,Tautira,PF,2022-10-09 12:10:12,-17.7333,-149.15,76.41,79,27,13.24
265,Haines Junction,CA,2022-10-09 12:10:13,60.7522,-137.5108,46.35,93,92,5.75
266,Majene,ID,2022-10-09 12:07:21,-3.5403,118.9707,77.11,91,100,6.26
267,Hasaki,JP,2022-10-09 12:10:13,35.7333,140.8333,63.0,77,100,1.45
268,Kavieng,PG,2022-10-09 12:10:13,-2.5744,150.7967,81.77,68,52,15.03
269,Port-Gentil,GA,2022-10-09 12:10:14,-0.7193,8.7815,85.96,66,20,11.5
270,Tonota,BW,2022-10-09 12:10:14,-21.4833,27.4833,95.23,9,0,12.55
271,Ostrovnoy,RU,2022-10-09 12:10:15,68.0531,39.5131,44.37,83,91,17.34
272,Key Largo,US,2022-10-09 12:10:15,25.0865,-80.4473,80.98,80,19,14.18
273,Srednekolymsk,RU,2022-10-09 12:10:15,67.45,153.6833,18.05,75,94,12.08
274,Port Moresby,PG,2022-10-09 12:10:16,-9.4431,147.1797,78.49,89,94,8.95
275,Acapulco,MX,2022-10-09 12:10:16,16.8634,-99.8901,78.62,83,40,3.44
276,Morelia,MX,2022-10-09 12:07:52,19.7008,-101.1844,49.14,97,6,3.67
277,Buraydah,SA,2022-10-09 12:11:17,26.326,43.975,98.11,6,0,7.81
278,Krivodol,BG,2022-10-09 12:11:18,43.3744,23.4844,74.59,37,70,6.91
279,Marovoay,MG,2022-10-09 12:11:18,-16.1,46.6333,95.97,21,0,10.92
280,El Real De Santa Maria,PA,2022-10-09 12:11:18,8.109,-77.7325,73.15,98,98,1.86
281,Nioro,GM,2022-10-09 12:11:19,13.35,-15.75,77.13,82,100,7.31
282,Sardulgarh,IN,2022-10-09 12:11:19,29.7,75.25,74.82,83,90,10.4
283,San Patricio,US,2022-10-09 12:11:20,28.017,-97.5169,80.46,75,10,6.93
284,Horsham,GB,2022-10-09 12:11:20,51.064,-0.3272,65.19,59,20,9.22
285,Korla,CN,2022-10-09 12:11:20,41.7597,86.1469,65.64,21,0,8.14
286,Sayyan,YE,2022-10-09 12:11:21,15.1718,44.3244,71.8,12,11,12.12
287,Port Lincoln,AU,2022-10-09 12:11:21,-34.7333,135.8667,53.19,73,17,9.22
288,Malartic,CA,2022-10-09 12:11:22,48.1335,-78.1328,31.01,96,91,6.96
289,Iqaluit,CA,2022-10-09 12:11:22,63.7506,-68.5145,22.69,79,12,15.01
290,Bambanglipuro,ID,2022-10-09 12:11:22,-7.95,110.2833,77.4,90,100,5.35
291,Nador,MA,2022-10-09 12:11:23,35.174,-2.9287,75.45,78,20,6.91
292,Wajima,JP,2022-10-09 12:11:23,37.4,136.9,66.02,74,100,13.6
